struct_idx	county	phillimore	head_of_manor	geld	g_code	vill_tax	taxed_on	lords_geld	new_land	ploughlands	p_code	lords_ploughs	mens_ploughs	total_ploughs	lords_ploughs_possible	mens_ploughs_possible	total_ploughs_possible	villagers	smallholders	slaves	female_slaves	freemen	free_men	priests	cottagers	other_pop	misc_pop	misc_pop_categories	burgesses	mills	mill_value	meadow	meadow_units	pasture	pasture_units	woodland	woodland_units	fisheries	salthouses	payments	payments_units	churches	church_land	value_86	value_66	value_qr	values	render	waste	waste_66	waste_qr	waste_86	duplicates	subholdings	notes
21988	SUF	"14,124"	-	0.33	geld						-	0	2	2				0	2	0	0	0	10	0	0	0	0	-	0			1	acres		-	3	pigs				-			0.33			now		none	N	N	N	-	-	
21989	SUF	"14,125"	-	0.27	geld						-	0	2	2				0	0	0	0	0	14	0	0	0	0	-	0			1	acres		-		-				-			0.3			now		none	N	N	N	-	-	
21990	SUF	"14,126"	-	0.5	geld						-	0	2	2				0	0	0	0	0	14	0	0	0	0	-	0			1	acres		-	4	pigs				-			0.5			now		none	N	N	N	-	-	
21991	SUF	"14,127"	-	0.29	geld						-	0	1.5	1.5				0	0	0	0	0	9	0	0	0	0	-	0			0	acres		-		-				-			0.3			now		none	N	N	N	-	-	
21992	SUF	"14,128"	-	1	geld						-	2	0.5	2.5				0	6	0	0	0	0	0	0	0	0	-	0			1	acres		-	8	pigs				-			1			now		none	N	N	N	-	-	Landowners: Leofric possibly 1066 holder; verb 'holds' (ten') ambiguous.
21993	SUF	"14,129"	Rickinghall Superior	1.1	geld						-	1	2	3				0	5	0	0	0	11	0	0	0	0	-	0	1		4	acres		-	5	pigs				-	0.66	0.1	1.56	1	1	always		none	N	N	N	-	Y	
21994	SUF	"14,130"	Rickinghall Superior	0.37	geld						-	0	1.5	1.5				0	0	0	0	0	5	0	0	0	0	-	0			2	acres		-	4	pigs				-			0.4	0.4	0.4	always		none	N	N	N	-	-	
21995	SUF	"14,131"	Rickinghall Superior	0.78	geld						-	0	1.5	1.5				0	2	0	0	0	11	0	0	0	0	-	0			4	acres		-	8	pigs				-	1	0.21	0.8	0.6	0.6	always		none	N	N	N	-	-	
21996	SUF	"14,132"	Rickinghall Superior	0.55	geld						-	0	1.5	1.5				0	0	0	0	0	8	0	0	0	0	-	0			2	acres		-	4	pigs				-			0.55	0.5	0.5	always		none	N	N	N	-	-	
21997	SUF	"14,133"	Rickinghall Superior	0.06	geld						-	0	0	0				0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.06			now		none	N	N	N	-	-	
21998	SUF	"14,134"	Rickinghall Superior	0.62	geld						-	0	1.5	1.5				1	2	0	0	0	6	0	0	0	0	-	0			1	acres		-	4	pigs				-			0.65	0.65	0.65	always		none	N	N	N	-	-	
21999	SUF	"14,135"	Rickinghall Superior	0.06	geld						-	0	0	0				1	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.06			now		none	N	N	N	-	-	
22000	SUF	"14,136"	Rickinghall Superior	0.05	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.05			now		none	N	N	N	-	-	
22001	SUF	"14,137"	-	1.28	geld						-	0	3	3				0	11	0	0	0	15	0	0	0	0	-	0			6	acres		-	2	pigs				-	1	0.2	1.2	1	1	always		none	N	N	N	-	-	"Landowners: Jocelyn holds from Frodo, the abbot's brother."
22002	SUF	"14,138"	-	0.25	geld						-	0	0.5	0.5				0	3	0	0	0	1	0	0	0	0	-	0			2	acres		-	4	pigs				-			0.13			now		none	N	N	N	-	-	
22003	SUF	"14,139"	-	2.41	geld	8					-	2	4	6				0	6	0	0	0	12.5	0	0	0	0	-	0			9	acres		-	4	pigs				-	1	0.06	3.06	2		was;now		none	N	N	N	-	Y	"Landowners: Anselm holds from Frodo, the abbot's brother."
22004	SUF	"14,140"	-	0.01	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.02			now		none	N	N	N	-	-	
22005	SUF	"14,141"	-	8.33E-03	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.01			now		none	N	N	N	-	-	
22006	SUF	"14,142"	-	8.33E-03	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			8.33E-03			now		none	N	N	N	-	-	
22007	SUF	"14,143"	-	0.13	geld						-	0	0	0				0	0	0	0	0	6	0	0	0	0	-	0				-		-		-				-			0.15			now		none	N	N	N	-	-	
22008	SUF	"14,144"	-	0.02	geld						-	0	0	0				0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-						no data		none	N	N	N	-	-	"Landowners: pre-Conquest holder unnamed, presumably the abbey."
22009	SUF	"14,145"	-	0.1	geld						-	0	0	0				0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.1			now		none	N	N	N	-	-	"Landowners: pre-Conquest holder unnamed, presumably the abbey."
22010	SUF	"14,146"	Mendlesham	0.31	geld						-	0	1	1				0	0	0	0	0	8	0	0	0	0	-	0			2	acres		-		-				-			0.4			now		none	N	N	N	-	Y	
22011	SUF	"14,147"	-	0.01	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.01			now		none	N	N	N	-	-	
22012	SUF	"14,148"	-	0.02	geld						-	0	0	0				0	0	0	0	0	3	0	0	0	0	-	0				-		-		-				-						no data		none	N	N	N	-	-	
22013	SUF	"14,149"	-	0.03	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.05			now		none	N	N	N	-	-	
22014	SUF	"14,150"	-	0.02	geld						-	0	0	0				0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.02			now		none	N	N	N	-	-	
22015	SUF	"14,151"	-	0.13	geld						-	0	0	0				0	0	0	0	0	4	0	0	0	0	-	0				-		-		-				-			0.15			now		none	N	N	N	-	-	
22016	SUF	"14,152"	-	0.04	geld						-	0	0	0				0	0	0	0	0	2	0	0	0	0	-	0				-		-		-				-			0.5			now		none	N	N	N	-	-	
22017	SUF	"14,153"	-	0.02	geld						-	0	0	0				0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.02			now		none	N	N	N	-	-	
22018	SUF	"14,154"	-	0.5	geld						-	0	2	2				0	1	0	0	0	12	0	0	0	0	-	0				-		-		-				-			0.5			now		none	N	N	N	-	-	
22019	SUF	"14,155"	-	0.62	geld						-	0	2	2				0	0	0	0	0	7	0	0	0	0	-	0				-		-		-				-			0.56			now		none	N	N	N	-	-	Geld: 75 carucates assumed to be a scribal error for 75 acres.
22020	SUF	"14,156"	-	0.79	geld						-	0	4	4				0	5	0	0	0	9	0	0	0	0	-	0			4	acres		-	6	pigs				-			0.75			now		none	N	N	N	-	-	
22021	SUF	"14,157"	-	1.12	geld						-	0	4	4				0	2	0	0	0	12	0	0	0	0	-	0			2	acres		-		-				-			1.06			now		none	N	N	N	-	Y	
22022	SUF	"14,158"	-	0.04	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.05			now		none	N	N	N	-	-	
22023	SUF	"14,159"	-	0.05	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.05			now		none	N	N	N	-	-	
22024	SUF	"14,160"	-	0.04	geld						-	0	0	0				0	0	0	0	0	2	0	0	0	0	-	0				-		-		-				-			0.02			now		none	N	N	N	-	-	
22025	SUF	"14,161"	Hoxne	0.25	geld						-	0	1	1				0	0	0	0	0	4	0	0	0	0	-	0				-		-		-				-			0.25			now		none	N	N	N	-	-	
22026	SUF	"14,162"	-		no units	2.5					-	0	0	0				0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-						no data		none	N	N	N	-	-	
22027	SUF	"14,163"	-	1	geld						-	1	4	5				5	4	0	0	0	0	0	0	0	0	-	0			4	acres		-		-				-						customary		none	N	N	N	-	-	"Geld: tax recorded in 14,162. Values: apparently only in herrings. Payments: then 20000 herrings; now 25000."
22028	SUF	"14,164"	-	1.18	geld						-	1	4	5				3	13	0	0	0	1.5	0	0	0	0	-	0			2	acres		-	3	pigs				-			3.23	3.23	3.23	always		none	N	N	N	-	Y	Values: of the manor always 60s; [value of] the free men 4s 8d.
22029	SUF	"14,165"	-	0.08	geld						-	0	0	0				0	0	0	0	1	0	0	0	0	0	-	0				-		-		-				-			0.06			now		none	N	N	N	-	-	
22030	SUF	"14,166"	-	0.2	geld						-	0	1	1				0	0	0	0	0	1	0	0	0	0	-	0			2	acres		-		-				-			0.25	0.25		was;now		none	N	N	N	-	-	
22031	SUF	"14,167"	-		no units	60					-	0	0	0				0	27	0	0	0	0	30	0	0	150	other	0	2			-		-		-		2		-			20	10		was;now		none	N	N	N	-	-	"Population: tenses unclear. 118 men, 52 smallholders, 54 free [men], 43 almsmen, and their smallholders assumed to be no longer there. Other population: 28 nuns, 13 (men), 34 men-at-arms, 75 miscellaneous trades (9 named)."
22034	SUF	"15,1"	-	7	geld	13.5					-	3	6	9				22	16	2	0	0	0	0	0	0	0	-	0			8	acres		-	20	pigs				-			12	15		was;now		none	N	N	N	-	-	
22035	SUF	"15,2"	-	7	exemption	11.5	6				-	2	13	15				22	19	2	0	3	3	0	0	0	0	-	0	3		20	acres		-		-				-	1	1	16.1	12.4		was;now		none	N	N	N	-	Y	
22036	SUF	"15,3"	-	2.5	geld						-			2				0	5	1	0	0	0	0	0	0	0	-	0	1		5	acres		-		-				-			3	2		was;now		none	N	N	N	-	-	
22037	SUF	"15,4"	-	0.16	geld						-	0	0.5	0.5				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.16			now		none	N	N	N	-	-	
22038	SUF	"15,5"	-	5.18	geld	14					-	2	13	15				13	12	3	0	0	0	0	0	0	0	-	0	1		12	acres		-		-				-	1	0.18	20	15		was;now		none	N	N	N	-	-	
22040	SUF	"16,1"	-	0.2	geld						-	0	0.5	0.5				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.15			now		none	N	N	N	-	-	
22041	SUF	"16,2"	-	2.06	geld	7.5					-	2	3.5	5.5	1		1	4	15	0	0	0	4	0	0	0	0	-	0	1		11	acres		-		-				-			2.06	4		was;now		none	N	N	N	-	Y	"Landowners: on several holdings in this fief (e.g., 16,2-3;6-7;11;15-16;35) it is unclear whether the named 1086 tenant holds the whole (as assumed here) or only part of the manor."
22042	SUF	"16,3"	-	0.83	geld						-			0.5				0	2	0	0	0	0	0	0	0	0	-	0	0		6	acres		-		-				-			0.9	1.4	0.4	was;now		none	N	N	N	-	Y	"Landowners: W. de More holds from Roger Bigot. On several holdings in this fief (e.g., 16,2-3;6-7;11;15-16;35) it is unclear whether the named 1086 tenant holds the whole (as assumed here) or only part of the manor."
22043	SUF	"16,4"	-	0.26	geld						-	0	0.5	0.5				0	0	0	0	0	5	0	0	0	0	-	0			2	acres		-		-				-			0.25			now		none	N	N	N	-	-	Landowners: Ralph holds from Roger Bigot.
22044	SUF	"16,5"	Charsfield	0.12	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-						assessed elsewhere		none	N	N	N	-	-	"Shared statistics: 16,5-6, valuation recorded in 16,6."
22045	SUF	"16,6"	Charsfield	1.2	geld	11					-	0	4	4				0	1	0	0	2	19	0	0	0	0	-	0			2	acres		-		-				-			3.25	3.5		was;now		none	N	N	N	-	Y	"Shared statistics: 16,5-6, valuation recorded here. Landowners: on several holdings in the fief (e.g., 16,2-3;6-7;11;15-16;35) it is unclear whether the 1086 tenant holds the whole (as assumed here) or only part. Ralph holds from Roger Bigot."
22046	SUF	"16,7"	-	0.52	geld						-	0	1.5	1.5				0	1	0	0	0	2	0	0	0	0	-	0			3	acres		-		-				-			0.8	0.6		was;now		none	N	N	N	-	Y	"Landowners: on several holdings in this fief (e.g., 16,2-3;6-7;11;15-16;35) it is unclear whether the named 1086 tenant holds the whole (as assumed here) or only part of the manor."
22047	SUF	"16,8"	-	0.25	geld						-	0	1	1				0	0	0	0	0	5	0	0	0	0	-	0				-		-		-				-			0.3	0.5		was;now		none	N	N	N	-	-	Landowners: Ralph holds from Roger Bigot.
22048	SUF	"16,9"	-	0.25	geld						-	0	0.5	0.5				0	0	0	0	0	3	0	0	0	0	-	0			0	acres		-		-				-			0.25			now		none	N	N	N	-	-	
22049	SUF	"16,10"	-	3.2	geld	6					-	2	1	3				5	6	5	0	0	3	0	0	0	0	-	0			4	acres		-	10	pigs				-			5	5	5	always		none	N	N	N	-	Y	
22050	SUF	"16,11"	-	1.15	geld	30					-	1	1	2				0	5	1	0	0	5	0	0	0	0	-	0	0.33		4	acres		-		-				-			1.1	1	1	always		none	N	N	N	-	Y	"Landowners: on several holdings in this fief (e.g., 16,2-3;6-7;11;15-16;35) it is unclear whether the named 1086 tenant holds the whole (as assumed here) or only part of the manor."
22051	SUF	"16,12"	-	0.75	exemption		0.66				-	1	0	1				0	1	0	0	0	2	0	0	0	0	-	0			3	acres		-		-				-	0.16	0.08	2	1.5	1	tre;qr;now		none	N	N	N	-	-	Landowners: Warengar holds from Roger Bigot.
22052	SUF	"16,13"	-	0.08	geld						-	0	0.5	0.5				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.1			now		none	N	N	N	-	-	Landowners: patronage of free man assumed to be shared. Ralph holds from Roger Bigot.
22053	SUF	"16,14"	-	0.5	geld						-	0	0	0				0	0	0	0	0	5	0	0	0	0	-	0			2	acres		-		-				-			1.15	1.05	0.25	was;now		none	N	N	N	-	Y	
22054	SUF	"16,15"	-	0.89	geld	20					-	0	3	3				0	4	0	0	0	15	0	0	0	0	-	0			5	acres		-		-				-	2	0.02	2.55	1.61		was;now		none	N	N	N	-	Y	"Landowners: on several holdings in this fief (e.g., 16,2-3;6-7;11;15-16;35) it is unclear whether the named 1086 tenant holds the whole (as assumed here) or only part of the manor. Leofwin, Edric's man, held 10 free men."
22055	SUF	"16,16"	-	0.56	geld						-	0	3	3				0	0	0	0	0	7	0	0	0	0	-	0				-		-	0	pigs				-			1.4	1.5		was;now		none	N	N	N	-	Y	"Landowners: on several holdings in this fief (e.g., 16,2-3;6-7;11;15-16;35) it is unclear whether the named 1086 tenant holds the whole (as assumed here) or only part of the manor. Warengar holds from Roger Bigot."
22056	SUF	"16,17"	-	0.25	geld						-			1				0	1	0	0	0	0	0	0	0	0	-	0			1	acres		-		-				-			0.6	0.6	0.6	always		none	N	N	N	-	-	Landowners: Warengar holds from Roger Bigot.
22057	SUF	"16,18"	-	0.46	geld	6.5					-	0	1	1				0	0	0	0	0	1	0	0	0	0	-	0			2	acres		-		-				-	1	0.21	0.64	0.78		was;now		none	N	N	N	-	Y	
22058	SUF	"16,19"	-	0.24	geld						-	0	1	1				0	0	0	0	0	4.5	0	0	0	0	-	0			1	acres		-		-				-			0.45	0.4		was;now		none	N	N	N	-	Y	
22059	SUF	"16,20"	-	2.12	geld						-	0	5.5	5.5				1	8	0	0	0	23	0	0	0	0	-	0			9	acres		-	33	pigs				-	3	0.05	5.4	4.5	3	was;now		none	N	N	N	-	Y	Churches: assumed to be 3 but could be only 2 churches.
22060	SUF	"16,21"	-	0.39	geld						-	0	1	1				0	0	0	0	0	8	0	0	0	0	-	0			2	acres		-		-				-	1	0.06	1.11	1		was;now		none	N	N	N	-	Y	
22061	SUF	"16,22"	-	2.12	geld						-	3	6	9				0	6	0	0	0	27	0	0	0	0	-	0			6	acres		-		-				-	2	0.07	3.73	7.5		was;now		none	N	N	N	-	Y	
22062	SUF	"16,23"	-	0.1	geld						-	0	0	0				0	0	0	0	0	4	0	0	0	0	-	0				-		-		-				-			0.14			now		none	N	N	N	-	Y	Landowners: Ralph holds from Roger Bigot.
22063	SUF	"16,24"	-	0.03	geld						-	0	0.25	0.25				0	0	0	0	0	3	0	0	0	0	-	0				-		-		-				-			0.04			now		none	N	N	N	-	-	Landowners: Ralph holds from Roger Bigot. The 3 free men are named.
22064	SUF	"16,25"	-	0.66	geld						-	0	1	1				1	2	0	0	0	0	0	0	0	0	-	0			2	acres		-		-				-			1	1.5		was;now		none	N	N	N	-	-	
22065	SUF	"16,26"	-	1.96	exemption		1.95				-	1	7.5	8.5				0	6	0	0	0	14	0	0	0	0	-	0			4	acres		-	4	pigs				-	1	0.05	3.76	2.37	2.65	tre;qr;now		none	N	N	N	-	Y	"Churches: 1/4, 1/4 and 1/2 recorded. Geld: missing church acres assumed to be 1 1/2."
22066	SUF	"16,27"	-	1	geld						-	0	3	3				0	0	0	0	0	27	0	0	0	0	-	0			2	acres		-		-				-			2	2	2	always		none	N	N	N	-	-	
22067	SUF	"16,28"	-	0.51	geld						-	0	1	1				0	2	0	0	0	1	0	0	0	0	-	0			1	acres		-		-				-	1.25	0.17	1			now		none	N	N	N	P	-	"Churches: other fractions recorded in 34,12; St Mary totals 1.5 (or 1,25 if duplicate here is excluded). Duplicates: 1/4 church duplicated"
22068	SUF	"16,29"	-	0.31	geld						-	0	1.5	1.5				0	3	0	0	0	1	0	0	0	0	-	0			1	acres		-		-				-			1.1	1.1	1.1	always		none	N	N	N	-	Y	
22069	SUF	"16,30"	-	1.58	geld						-	1	2	3				3	5	0	0	0	2	1	0	0	0	-	0			3	acres		-	16	pigs				-			3.5	2.5	1	was;now		none	N	N	N	-	Y	Landowners: Ralph holds from Roger Bigot.
22070	SUF	"16,31"	-	4.17E-03	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.01			now		none	N	N	N	-	-	
22071	SUF	"16,32"	-	0.22	geld						-	0	1	1				0	3	0	0	0	0	0	0	0	0	-	0			0	acres		-		-				-			0.3	0.5		was;now		none	N	N	N	-	-	
22072	SUF	"16,33"	Debenham	1	geld						-	0	5	5				0	0	0	0	0	21	0	0	0	0	-	0			4	acres		-		-				-			2.25	2		was;now		none	N	N	N	-	-	Landowners: Edric's 2 free men are named.
22073	SUF	"16,34"	-	0.25	geld						-	0	1	1				0	2	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.5			now		none	N	N	N	-	-	Landowners: Ralph holds from Roger Bigot.
22074	SUF	"16,35"	East Bergholt	0.7	geld						-	0	1.5	1.5				0	0	0	0	0	6	0	0	0	0	-	0	0.5		4	acres		-		-				-			0.95			now		none	N	N	N	-	Y	"Landowners: on several holdings in this fief (e.g., 16,2-3;6-7;11;15-16;35) it is unclear whether the named 1086 tenant holds the whole (as assumed here) or only part of the manor. The 3 free men are named. Ralph holds from Roger Bigot."
22075	SUF	"16,36"	East Bergholt	0.61	geld						-	0	0	0				0	6	0	0	0	4	0	0	0	0	-	0				-		-		-				-			0.7			now		none	N	N	N	-	Y	Landowners: the 3 free men are named.
22076	SUF	"16,37"	East Bergholt	1.87	geld						-	1.5	1	2.5				3	6	0	0	0	0	0	0	0	0	-	0			4	acres		-	10	pigs				-	0.2	0.04	4	3	6	tre;qr;now	6	none	N	N	N	-	-	Values: it was at a revenue for £6 recorded as intermediate valuation and Render.
22077	SUF	"16,38"	-	0.26	geld						-	0	0.5	0.5				0	2	0	0	0	2.5	0	0	0	0	-	0			2	acres		-		-				-			0.4	0.5		was;now		none	N	N	N	-	Y	Landowners: Warengar holds from Roger Bigot.
22078	SUF	"16,39"	-	0.04	geld						-	0	0	0				0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.1			now		none	N	N	N	-	-	
22079	SUF	"16,40"	-	1.38	geld	4					-	2	2	4				2	17	1	0	0	0	0	0	0	0	-	0			6	acres		-	8	pigs				-	0.25	0.05	3.3	3.25		was;now		none	N	N	N	-	Y	
22080	SUF	"16,41"	Raydon	2.37	geld	30					-		2.5	3				0	6	0	0	0	3	0	0	0	0	-	0	1		15	acres		-		-				-	0.4	0.08	3.25	2.75	4.75	was;now	4.75	none	N	N	N	-	Y	Values: it was at a revenue recorded as intermediate valuation and Render.
22081	SUF	"16,42"	-	0.25	geld						-	0	0	0				0	2	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.25			now		none	N	N	N	-	-	
22082	SUF	"16,43"	-	0.5	geld						-	0	1	1				0	1	0	0	0	5	0	0	0	0	-	0				-		-		-				-			0.7	0.5		was;now		none	N	N	N	-	-	Landowners: the 3 free men are named.
22083	SUF	"16,44"	-	0.55	geld						-	1	1	2				3	0	0	0	0	0	0	0	0	0	-	0				-		-	10	pigs				-	0.25	0.05	1			now		none	N	N	N	-	-	
22084	SUF	"16,45"	-	2	geld	2.5					-	1	0	1				0	5	0	0	0	0	0	0	0	0	-	0	1		2	acres		-		-				-			1.25			now		none	N	N	N	-	-	
22085	SUF	"16,46"	East Bergholt	0.5	geld						-	0	0	0				0	0	0	0	0	0	0	0	0	0	-	0			2	acres		-		-				-			0.2	0.5		was;now		none	N	N	N	-	-	
22086	SUF	"16,47"	East Bergholt	0.02	geld						-	0	0	0				0	0	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.02			now		none	N	N	N	-	-	
22087	SUF	"16,48"	Debenham	0.26	geld						-	0	0	0				0	5	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.2			now		none	N	N	N	-	Y	Landowners: Ralph holds from Roger Bigot.
22089	SUF	"17,1"	-	8.25	exemption	15	8				-	3	10	13				16	10	5	0	0	0	0	0	0	0	-	0			8	acres		-		-				-	1	0.25	12	8		was;now		none	N	N	N	-	-	
22091	SUF	"18,1"	-	9	geld	22.5					-	3	22.5	25.5				20	51	0	0	0	0	0	0	0	0	-	0	2		40	acres		-	250	pigs				-			20	28	30	tre;qr;now	30	none	N	N	N	-	-	Values: it paid £30 to Bishop Herfast recorded as Render and intermediate valuation. Churches: the seat of the episcopal see of Suffolk.
22092	SUF	"18,2"	-	0.01	geld						-	0	0	0				0	0	0	0	1	0	0	0	0	0	-	0				-		-		-				-			0.04			now		none	N	N	N	-	-	
22093	SUF	"18,3"	-	0.33	geld						-	0	1	1				0	1	0	0	1	0	0	0	0	0	-	0			2	acres		-	20	pigs				-			0.4	0.5		was;now		none	N	N	N	-	-	
22094	SUF	"18,4"	-	5.1	geld						-	3	5	8			5	16	12	4	0	0	0	0	0	0	0	-	0	1		12	acres		-	200	pigs				-	1	0.1	16	12		was;now		none	N	N	N	-	-	"Values: then, with the jurisdiction, £12; now it pays [£]16."
22095	SUF	"18,5"	-	0.13	geld						-			0.5				0	2	0	0	0	0	0	0	0	0	-	0				-		-		-				-			0.1			now		none	N	N	N	-	-	
22096	SUF	"18,6"	-	1	geld						-			1				0	5	0	0	0	0	0	0	0	0	-	0			2	acres		-		-				-			1			now		none	N	N	N	-	-	
22098	SUF	"19,1"	-	2	geld						-	2	2	4				0	12	0	0	0	1	0	0	0	0	-	0	1		5	acres		-	60	pigs				-			3	3	3	always		none	N	N	N	-	-	
22099	SUF	"19,2"	-	1.42	geld						-	1	2.5	3.5				1	10	0	0	0	2	0	0	0	0	-	0	1		6	acres		-	60	pigs				-	0.12	0.33	3	1.5		was;now		none	N	N	N	-	Y	
22100	SUF	"19,3"	-	0.5	geld						-	0	1	1				0	0	0	0	0	5	0	0	0	0	-	0				-		-		-				-			0.5			now		none	N	N	N	-	-	
22101	SUF	"19,4"	-	0.35	geld						-	0	1.5	1.5				0	0	0	0	0	7	0	0	0	0	-	0				-		-	16	pigs				-						no data		none	N	N	N	-	-	
22102	SUF	"19,5"	-	0.28	geld						-	0	0.5	0.5				0	2	0	0	0	2	0	0	0	0	-	0				-		-		-				-	1	0.06	1			now		none	N	N	N	-	-	
22103	SUF	"19,6"	-	0.15	geld						-	0	0.5	0.5				0	0	0	0	0	2	0	0	0	0	-	0				-		-		-				-			0.19			now		none	N	N	N	-	-	
22104	SUF	"19,7"	-	0.33	geld						-	0	0	0				0	1	0	0	0	1	0	0	0	0	-	0			2	acres		-	20	pigs				-			0.4	0.5		was;now		none	N	N	N	-	-	
22105	SUF	"19,8"	-	0.08	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.08			now		none	N	N	N	-	-	
22106	SUF	"19,9"	-	0.63	geld						-	0	1	1				0	3	0	0	0	3	0	0	0	0	-	0			0	acres		-	12	pigs				-			0.65			now		none	N	N	N	-	Y	
22107	SUF	"19,10"	-	0.25	geld						-	0	1	1				0	0	0	0	0	2	0	0	0	0	-	0				-		-		-				-			0.5	0.3		was;now		none	N	N	N	-	-	
22108	SUF	"19,11"	-	0.16	geld						-	0	0.5	0.5				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.2			now		none	N	N	N	-	-	
22109	SUF	"19,12"	-	0.11	geld						-	0	0.5	0.5				0	0	0	0	0	1	0	0	0	0	-	0			0	acres		-		-				-			0.1			now		none	N	N	N	-	-	
22110	SUF	"19,13"	-	1.25	geld	20					-	0	6	6				0	2	0	0	0	24	0	0	0	0	-	0			2	acres		-		-				-	1	0.25	1.96	2.33		was;now		none	N	N	N	-	Y	
22111	SUF	"19,14"	-	1.6	geld	20					-	0	5	5				0	6	0	0	0	25	0	0	0	0	-	0			6	acres		-	8	pigs				-	1	0.05	2.83	1.8		was;now		none	N	N	N	-	Y	
22112	SUF	"19,15"	-	1.24	geld						-	0	2.5	2.5				0	1	0	0	0	9	0	0	0	0	-	0	0.2		2	acres		-		-				-	0.5	0.1	2.1	0.9		was;now		none	N	N	N	-	Y	
22113	SUF	"19,16"	-	5.34	exemption		5				-	2.5	13	15.5				8	25	0	0	0	32	0	0	0	0	-	0			22	acres		-	62	pigs				-	4	0.58	7.93	2.9		was;now		none	N	N	N	-	Y	Values: 1006 valuation of Alwin's holding is blank.
22114	SUF	"19,17"	-	0.95	geld						-	1	4.25	5.25				0	12	0	0	0	6	0	0	0	0	-	0			7	acres		-	12	pigs				-			2.08	1.06		was;now		none	N	N	N	-	Y	
22115	SUF	"19,18"	-	0.5	geld						-	0	1.5	1.5				0	0	0	0	0	10	0	0	0	0	-	0			2	acres		-		-				-			0.5	0.4		was;now		none	N	N	N	-	-	
22116	SUF	"19,19"	-	1.15	geld						-	0	3.5	3.5				0	0	0	0	0	40	0	0	0	0	-	0			2	acres		-		-				-			2	2	2	always		none	N	N	N	-	-	
22117	SUF	"19,20"	-	0.05	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.05			now		none	N	N	N	-	-	
22118	SUF	"19,21"	-	1	geld						-	1	1	2				0	8	0	0	0	0	0	0	0	0	-	0	0.5		4	acres		-	8	pigs				-			1	1	1	always		none	N	N	N	-	-	
22120	SUF	"20,1"	-	10.23	geld	20					-	5	6.5	11.5		8	8	16	8	6	0	0	4	0	0	0	0	-	0	1		20	acres		-		-	2			-	1	0.16	14.03	12		was;now		none	N	N	N	-	Y	
22122	SUF	"21,1"	-	6.22	geld	20					-	3	3	6				18	27	4	0	0	1	0	0	0	0	-	0			16	acres		-	24	pigs				-	1	0.2	10.02	10	10	always		none	N	N	N	-	Y	
22123	SUF	"21,2"	-	0.06	geld						-	0	0	0				0	0	0	0	0	1	0	0	0	0	-	0				-		-		-				-			0.1			now		none	N	N	N	-	-	
22124	SUF	"21,3"	-	2.1	geld	11					-	2	1	3				0	7	4	0	0	0	0	0	0	0	-	0			6	acres		-	100	pigs				-	1	0.1	3	2	5	tre;qr;now	5	none	N	N	N	-	-	Values: it was at a revenue for 100s but could not pay recorded as intermediate valuation and Render.
22125	SUF	"21,4"	-	0.16	geld						-	0.5	0	0.5				0	4	0	0	0	0	0	0	0	0	-	0			2	acres		-		-				-			0.2			now		none	N	N	N	-	-	
22126	SUF	"21,5"	-	5.25	geld	20					-	3	3	6				8	4	7	0	0	0	0	0	0	0	-	0			3	acres		-		-	1			-	1	0.25	8	6		was;now		none	N	N	N	-	-	
